OCC_CODE,OCC_TITLE,TOT_EMP,YEAR,WAGE,PER_1K
21-1092,Probation officers and correctional treatment specialists,89650,2006,20.43,0.676358039
21-1092,Probation Officers and Correctional Treatment Specialists,80500,2000,18.34,0.665169691
21-1092,Probation Officers and Correctional Treatment Specialists,87660,2018,25.49,0.605674436
21-1092,Probation Officers and Correctional Treatment Specialists,87700,2017,24.71,0.615226613
21-1092,Probation officers and correctional treatment specialists,94120,2007,21.4,0.700535978
21-1092,Probation Officers and Correctional Treatment Specialists,78640,2001,18.64,0.655593112
21-1092,Probation officers and correctional treatment specialists,90600,2005,19.33,0.695604532
21-1092,Probation Officers and Correctional Treatment Specialists,86810,2013,23.29,0.654730524
21-1092,Probation Officers and Correctional Treatment Specialists,86810,2014,23.59,0.642427255
21-1092,Probation Officers and Correctional Treatment Specialists,88120,2019,26.1,0.608852741
21-1093,Social and Human Service Assistants,291410,2002,11.24,2.436138617
21-1093,Social and Human Service Assistants,359860,2011,13.82,2.805297058
21-1093,Social and human service assistants,332880,2008,13.12,2.462396087
21-1093,Social and human service assistants,300310,2003,11.47,2.498587467
21-1093,Social and Human Service Assistants,355500,2013,14.05,2.681219921
21-1093,Social and Human Service Assistants,354800,2014,14.32,2.625655914
21-1093,Social and Human Service Assistants,351400,2012,13.87,2.697106359
21-1093,Social and Human Service Assistants,359350,2015,14.82,2.605936372
21-1093,Social and Human Service Assistants,357500,2010,13.56,2.812808721
21-1093,Social and human service assistants,344050,2009,13.44,2.633418769
21-1093,Social and human service assistants,331860,2004,11.67,2.590078717
21-1093,Social and Human Service Assistants,360650,2016,15.29,2.568733109
21-1093,Social and human service assistants,318620,2006,12.3,2.403805893
21-1093,Social and Human Service Assistants,392300,2018,16.22,2.710541651
21-1093,Social and human service assistants,313210,2005,12.03,2.404749397
21-1093,Social and Human Service Assistants,260910,2000,10.74,2.155893465
21-1093,Social and Human Service Assistants,384080,2017,15.92,2.69436987
21-1093,Social and Human Service Assistants,283060,2001,11.09,2.359768392
21-1093,Social and human service assistants,316380,2007,12.8,2.354819091
21-1093,Social and Human Service Assistants,404450,2019,16.85,2.794490366
21-1094,Community Health Workers,45800,2013,16.64,0.345428614
21-1094,Community Health Workers,47880,2014,16.76,0.354330342
21-1094,Community Health Workers,51900,2016,17.95,0.369658251
21-1094,Community Health Workers,38020,2012,16.64,0.291815549
21-1094,Community Health Workers,48130,2015,17.45,0.349029407
21-1094,Community Health Workers,56130,2018,19.01,0.387822337
21-1094,Community Health Workers,54760,2017,18.45,0.384148339
21-1094,Community Health Workers,58950,2019,19.41,0.40730673
21-1798,"Community and social service specialists, all other",107910,2008,18.11,0.798237088
21-1798,"Community and social service specialists, all other",109970,2007,17.51,0.818507666
21-1798,"Community and Social Service Specialists, All Other",91860,2016,20.73,0.654273737
21-1798,"Community and Social Service Specialists, All Other",98170,2018,20.49,0.678291802
21-1798,"Community and Social Service Specialists, All Other",101230,2017,19.99,0.710141278
21-1798,"Community and Social Service Specialists, All Other",92830,2013,19.26,0.700134023
21-1798,"Community and Social Service Specialists, All Other",93710,2014,19.91,0.693489898
21-1798,"Community and social service specialists, all other",89250,2004,15.64,0.696572427
21-1798,"Community and social service specialists, all other",107380,2006,16.93,0.810120761
21-1798,"Community and Social Service Specialists, All Other",94670,2015,20.14,0.686528444
21-1798,"Community and social service specialists, all other",109120,2009,18.07,0.835223532
21-1798,"Community and social service specialists, all other",99860,2005,15.83,0.766700536
21-1798,"Community and Social Service Specialists, All Other",99680,2012,19.74,0.765075589
21-1798,"Community and Social Service Specialists, All Other",97480,2019,21.05,0.673524344
21-1798,"Community and Social Service Specialists, All Other*",121580,2011,18.19,0.947779737
21-1798,"Community and Social Service Specialists, All Other*",112010,2010,18.32,0.881294279
21-2011,Clergy,36450,2002,15.92,0.304715873
21-2011,Clergy,40960,2007,19.45,0.304865636
21-2011,Clergy,49850,2017,22.65,0.349704067
21-2011,Clergy,44000,2012,21.18,0.337713944
21-2011,Clergy,42560,2011,21.22,0.331777477
21-2011,Clergy,42820,2010,21.14,0.336907607
21-2011,Clergy,38170,2003,16.25,0.317575451
21-2011,Clergy,32940,2001,16.27,0.274608814
21-2011,Clergy,42040,2008,20.06,0.310980328
21-2011,Clergy,50960,2018,23.55,0.35210095
21-2011,Clergy,36590,2005,18.53,0.280929027
21-2011,Clergy,49320,2016,21.99,0.351282176
21-2011,Clergy,45020,2013,21.06,0.339545769
21-2011,Clergy,35790,2004,17.64,0.279331397
21-2011,Clergy,42670,2009,20.65,0.32660363
21-2011,Clergy,46510,2014,21.13,0.344191817
21-2011,Clergy,30980,2000,15.27,0.255987044
21-2011,Clergy,48250,2015,21.27,0.349899624
21-2011,Clergy,37820,2006,19.07,0.285330296
21-2011,Clergy,53180,2019,24.23,0.367439727
21-2021,"Directors, Religious Activities and Education",13120,2002,13.47,0.109680995
21-2021,"Directors, Religious Activities and Education",21430,2017,18.74,0.150334166
21-2021,"Directors, Religious Activities and Education",16840,2010,17.39,0.13249706
21-2021,"Directors, Religious Activities and Education",21700,2018,19.62,0.149933097
21-2021,"Directors, Religious Activities and Education",20280,2015,18.65,0.147066619
21-2021,"Directors, religious activities and education",14750,2006,16.47,0.111280324
21-2021,"Directors, religious activities and education",14780,2007,17,0.110007669
21-2021,"Directors, Religious Activities and Education",18310,2012,17.92,0.140535052
21-2021,"Directors, Religious Activities and Education",17560,2011,17.54,0.136889391
21-2021,"Directors, religious activities and education",11840,2003,13.45,0.098509126
21-2021,"Directors, religious activities and education",14790,2008,17.35,0.109405306
21-2021,"Directors, Religious Activities and Education",12120,2001,13.18,0.101040037
21-2021,"Directors, religious activities and education",13610,2005,15.64,0.104494235
21-2021,"Directors, Religious Activities and Education",18600,2013,18.35,0.140283236
21-2021,"Directors, Religious Activities and Education",13610,2000,12.98,0.112459124
21-2021,"Directors, Religious Activities and Education",20590,2016,18.56,0.146652474
21-2021,"Directors, religious activities and education",12620,2004,14.76,0.098495731
21-2021,"Directors, Religious Activities and Education",18850,2014,18.5,0.139497221
21-2021,"Directors, religious activities and education",15060,2009,17.4,0.115271869
21-2021,"Directors, Religious Activities and Education",21820,2019,21.09,0.15076222
21-2099,"Religious Workers, All Other",8210,2017,14.09,0.05759419
21-2099,"Religious Workers, All Other",7090,2010,12.87,0.055784095
21-2099,"Religious workers, all other",5990,2006,11.7,0.045191128
21-2099,"Religious Workers, All Other",8110,2014,14.24,0.060017107
21-2099,"Religious workers, all other",6140,2009,14.14,0.046996632
21-2099,"Religious Workers, All Other",8460,2018,14.33,0.05845318
21-2099,"Religious Workers, All Other",7840,2015,13.82,0.056854157
21-2099,"Religious workers, all other",5520,2007,12.82,0.041085408
21-2099,"Religious Workers, All Other",7660,2011,12.57,0.059713709
21-2099,"Religious Workers, All Other",8110,2012,12.69,0.06224682
21-2099,"Religious workers, all other",5640,2008,13.3,0.041720482
21-2099,"Religious workers, all other",6670,2005,11.43,0.051210621
21-2099,"Religious workers, all other",8810,2004,9.01,0.068759698
21-2099,"Religious Workers, All Other",7920,2013,13.82,0.059733507
21-2099,"Religious Workers, All Other",8250,2016,13.85,0.058760705
21-2099,"Religious Workers, All Other",9450,2019,15.21,0.065293445
23-0000,Legal Occupations,934850,2002,27.89,7.815188862
23-0000,Legal Occupations,1095770,2017,38.5,7.686965403
23-0000,Legal Occupations,1052900,2014,36.95,7.791863338
23-0000,Legal occupations,998590,2007,33.54,7.432514054
23-0000,Legal Occupations,1041700,2013,36.59,7.856615448
23-0000,Legal Occupations,1075520,2016,38.3,7.660401588
23-0000,Legal occupations,951510,2003,28.46,7.916589394
23-0000,Legal Occupations,992650,2010,35.86,7.810166647
23-0000,Legal occupations,976740,2006,32.56,7.368945351
23-0000,Legal occupations,999020,2009,35.59,7.646673503
23-0000,Legal Occupations,1062370,2015,37.58,7.704100802
23-0000,Legal Occupations,1127900,2018,38.85,7.793066347
23-0000,Legal Occupations,1002330,2011,36.28,7.81368699
23-0000,Legal Occupations,1023020,2012,36.19,7.852002697
23-0000,Legal occupations,958520,2004,29.24,7.480992743
23-0000,Legal Occupations,909370,2001,27.03,7.581087339
23-0000,Legal occupations,1003270,2008,34.49,7.421437522
23-0000,Legal occupations,986740,2005,30.24,7.575947193
23-0000,Legal Occupations,890910,2000,27.34,7.361569305
23-0000,Legal Occupations,1150780,2019,39.34,7.951152488
23-1011,Lawyers,504370,2002,43.41,4.216448421
23-1011,Lawyers,603310,2014,55.27,4.464725112
23-1011,Lawyers,619530,2016,56.81,4.412608409
23-1011,Lawyers,556790,2009,54.44,4.261767872
23-1011,Lawyers,529190,2005,47.56,4.062990752
23-1011,Lawyers,489530,2000,42.44,4.044975387
23-1011,Lawyers,628370,2017,57.33,4.408095176
23-1011,Lawyers,555770,2007,51.02,4.136600943
23-1011,Lawyers,592670,2013,54.95,4.469982027
23-1011,Lawyers,516220,2003,43.98,4.294964611
23-1011,Lawyers,547710,2006,49.26,4.132159078
23-1011,Lawyers,561350,2010,54.21,4.416699791
23-1011,Lawyers,609930,2015,55.69,4.423093839
23-1011,Lawyers,570950,2011,54.48,4.450854097
23-1011,Lawyers,553690,2008,53.17,4.095782533
23-1011,Lawyers,642750,2018,58.13,4.440990686
23-1011,Lawyers,581920,2012,54.58,4.466420412
23-1011,Lawyers,490000,2001,42.67,4.084951996
23-1011,Lawyers,521130,2004,45.64,4.067280545
23-1011,Lawyers,657170,2019,59.11,4.540623647
23-1012,Judicial Law Clerks,11660,2014,23.38,0.086288467
23-1012,Judicial Law Clerks,13410,2016,24.89,0.095512855
23-1012,Judicial Law Clerks,15260,2017,24.68,0.107050834
23-1012,Judicial Law Clerks,10890,2013,22.9,0.082133572
23-1012,Judicial Law Clerks,25150,2010,19.12,0.19788011
23-1012,Judicial Law Clerks,12660,2015,24.39,0.09180786
23-1012,Judicial Law Clerks,11200,2012,22.66,0.085963549
23-1012,Judicial Law Clerks,18300,2011,20.41,0.142658079
23-1012,Judicial Law Clerks,16350,2018,25.74,0.112968024
23-1012,Judicial Law Clerks,16630,2019,25.97,0.114902645
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",16700,2002,31.03,0.139609193
23-1021,"Administrative law judges, adjudicators, and hearing officers",16850,2003,31.81,0.140192464
23-1021,"Administrative law judges, adjudicators, and hearing officers",14830,2004,33.14,0.115744191
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",14540,2016,44.28,0.10356129
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",14460,2011,40.96,0.112723269
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",14280,2018,48,0.098665651
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",12560,2000,29.44,0.103782998
23-1021,"Administrative law judges, adjudicators, and hearing officers",15350,2005,33.98,0.117853527
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",30520,2001,24.14,0.254434153
23-1021,"Administrative law judges, adjudicators, and hearing officers",13140,2009,40.35,0.100575854
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",14140,2014,42.3,0.104641417
23-1021,"Administrative law judges, adjudicators, and hearing officers",14100,2007,35.66,0.104946423
23-1021,"Administrative law judges, adjudicators, and hearing officers",14470,2006,34.9,0.109167884
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",14270,2013,41.92,0.107625902
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",14150,2012,41.94,0.108605734
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",14480,2017,45.57,0.101579035
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",14310,2010,41.11,0.112591029
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",14590,2015,43.56,0.105803845
23-1021,"Administrative law judges, adjudicators, and hearing officers",13370,2008,36.99,0.098901213
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",14380,2019,47.05,0.099356587
23-1022,"Arbitrators, Mediators, and Conciliators",5090,2002,22.75,0.042551544
23-1022,"Arbitrators, mediators, and conciliators",4940,2004,26.32,0.038555381
23-1022,"Arbitrators, Mediators, and Conciliators",6240,2018,29.94,0.043114402
23-1022,"Arbitrators, mediators, and conciliators",8110,2009,25.37,0.062075356
23-1022,"Arbitrators, Mediators, and Conciliators",6380,2015,27.89,0.04626652
23-1022,"Arbitrators, mediators, and conciliators",9570,2008,24.36,0.070791668
23-1022,"Arbitrators, mediators, and conciliators",4640,2003,22.77,0.038604928
23-1022,"Arbitrators, Mediators, and Conciliators",6300,2016,28.74,0.044871811
23-1022,"Arbitrators, Mediators, and Conciliators",6880,2011,29.06,0.053633201
23-1022,"Arbitrators, Mediators, and Conciliators",4850,2000,20.7,0.040075441
23-1022,"Arbitrators, Mediators, and Conciliators",5060,2001,22.43,0.042183382
23-1022,"Arbitrators, mediators, and conciliators",5780,2005,26.14,0.044377419
23-1022,"Arbitrators, Mediators, and Conciliators",6710,2014,27.49,0.04965657
23-1022,"Arbitrators, mediators, and conciliators",8110,2006,23.8,0.061185317
23-1022,"Arbitrators, Mediators, and Conciliators",6920,2010,26.83,0.054446535
23-1022,"Arbitrators, mediators, and conciliators",8810,2007,23.48,0.065572907
23-1022,"Arbitrators, Mediators, and Conciliators",6830,2013,29.06,0.051512608
23-1022,"Arbitrators, Mediators, and Conciliators",6110,2017,29.17,0.042862424
23-1022,"Arbitrators, Mediators, and Conciliators",6520,2012,29.46,0.050043066
23-1022,"Arbitrators, Mediators, and Conciliators",6090,2019,30.74,0.042077998
23-1023,"Judges, Magistrate Judges, and Magistrates",25100,2002,45.23,0.209831781
23-1023,"Judges, Magistrate Judges, and Magistrates",28520,2018,64.39,0.197054927
23-1023,"Judges, magistrate judges, and magistrates",25470,2008,52.99,0.18840792
23-1023,"Judges, Magistrate Judges, and Magistrates",25190,2000,41.71,0.208144404
23-1023,"Judges, Magistrate Judges, and Magistrates",28440,2017,64.34,0.199510204
23-1023,"Judges, Magistrate Judges, and Magistrates",27220,2012,55.65,0.208922126
23-1023,"Judges, magistrate judges, and magistrates",25500,2004,44.75,0.199020693
23-1023,"Judges, magistrate judges, and magistrates",26350,2009,54.24,0.201687501
23-1023,"Judges, Magistrate Judges, and Magistrates",29020,2015,61.03,0.210447401
23-1023,"Judges, magistrate judges, and magistrates",24640,2003,46.31,0.205005478
23-1023,"Judges, Magistrate Judges, and Magistrates",26570,2011,57.75,0.207127057
23-1023,"Judges, Magistrate Judges, and Magistrates",27210,2016,60.52,0.193803488
23-1023,"Judges, Magistrate Judges, and Magistrates",27890,2001,41.95,0.232508798
23-1023,"Judges, Magistrate Judges, and Magistrates",28090,2014,55.36,0.207876761
23-1023,"Judges, Magistrate Judges, and Magistrates",27190,2013,56.8,0.205069957
23-1023,"Judges, magistrate judges, and magistrates",25330,2005,46.91,0.194477514
23-1023,"Judges, magistrate judges, and magistrates",25870,2006,48.89,0.195174372
23-1023,"Judges, magistrate judges, and magistrates",25500,2007,51.55,0.189796722
23-1023,"Judges, Magistrate Judges, and Magistrates",25900,2010,57.34,0.203781107
23-1023,"Judges, Magistrate Judges, and Magistrates",28670,2019,65.82,0.198091331
23-2011,Paralegals and Legal Assistants,193300,2002,18.25,1.615955508
23-2011,Paralegals and legal assistants,253040,2008,22.18,1.871799765
23-2011,Paralegals and Legal Assistants,267030,2012,22.59,2.049539872
23-2011,Paralegals and legal assistants,206700,2003,18.23,1.71974969
23-2011,Paralegals and legal assistants,241270,2007,21.63,1.795774708
23-2011,Paralegals and Legal Assistants*,247940,2010,22.44,1.950791033
23-2011,Paralegals and Legal Assistants,309940,2018,24.49,2.141486819
23-2011,Paralegals and Legal Assistants,179330,2000,17,1.481799759
23-2011,Paralegals and Legal Assistants,290410,2017,24.24,2.03726295
23-2011,Paralegals and legal assistants,210020,2004,18.81,1.63915004
23-2011,Paralegals and Legal Assistants,271930,2015,23.47,1.971983519
23-2011,Paralegals and legal assistants,246810,2009,22.58,1.889126832
23-2011,Paralegals and Legal Assistants*,252250,2011,22.47,1.966420783
23-2011,Paralegals and Legal Assistants,183550,2001,17.63,1.530189671
23-2011,Paralegals and legal assistants,229430,2006,20.69,1.730918291
23-2011,Paralegals and Legal Assistants,277310,2016,23.8,1.975143154
23-2011,Paralegals and Legal Assistants,272580,2014,23.24,2.017196418
23-2011,Paralegals and legal assistants,217700,2005,19.79,1.671447092
23-2011,Paralegals and Legal Assistants,271320,2013,22.87,2.046325145
23-2011,Paralegals and Legal Assistants,329870,2019,24.87,2.27919035
23-2091,Court Reporters,15270,2002,19.98,0.127654633
23-2091,Court Reporters,18590,2012,23.15,0.142684141
23-2091,Court Reporters,18430,2010,22.93,0.145007174
23-2091,Court reporters,15520,2004,20.63,0.121129457
23-2091,Court reporters,17130,2005,20.02,0.13151993
23-2091,Court Reporters,19200,2013,23.83,0.144808502
23-2091,Court reporters,17930,2008,23.9,0.132632666
23-2091,Court reporters,15370,2003,20.31,0.127878823
23-2091,Court reporters,20120,2007,21.79,0.149753335
23-2091,Court Reporters,14490,2018,27.48,0.100116616
23-2091,Court Reporters,15220,2017,26.5,0.106770229
23-2091,Court Reporters,15810,2000,19.07,0.130637675
23-2091,Court Reporters,17670,2015,23.8,0.128139406
23-2091,Court Reporters,18440,2011,23.33,0.143749452
23-2091,Court Reporters,18330,2014,23.97,0.135649022
23-2091,Court reporters,18780,2009,22.98,0.143745399
23-2091,Court Reporters,15300,2001,19.43,0.127550542
23-2091,Court Reporters,17700,2016,24.68,0.126068421
23-2091,Court reporters,16940,2006,21.93,0.127802623
23-2092,Law Clerks,41760,2002,14.65,0.349106581
23-2092,Law clerks,43300,2004,16.34,0.337944942
23-2092,Law clerks,40620,2005,17.12,0.311870376
23-2092,Law clerks,31890,2006,17.48,0.240591833
23-2092,Law clerks,31500,2008,17.85,0.233013328
23-2092,Law clerks,31160,2007,18.06,0.231924151
23-2092,Law clerks,41550,2003,15.27,0.345697144
23-2092,Law Clerks,29190,2000,13.71,0.241196314
23-2092,Law Clerks,40340,2001,14.51,0.336299926
23-2092,Law clerks,32630,2009,18.46,0.249755717
23-2093,"Title Examiners, Abstractors, and Searchers",50490,2010,18.75,0.397255139
23-2093,"Title Examiners, Abstractors, and Searchers",53640,2013,20.59,0.404558753
23-2093,"Title Examiners, Abstractors, and Searchers",48060,2002,15.68,0.401773522
23-2093,"Title examiners, abstractors, and searchers",59390,2008,18.41,0.43932259
23-2093,"Title Examiners, Abstractors, and Searchers",42720,2001,15.28,0.356141121
23-2093,"Title examiners, abstractors, and searchers",56820,2009,18.64,0.4349102
23-2093,"Title Examiners, Abstractors, and Searchers",49390,2012,20.18,0.379083902
23-2093,"Title Examiners, Abstractors, and Searchers",54560,2016,22.02,0.388604127
23-2093,"Title Examiners, Abstractors, and Searchers",52180,2018,22.66,0.360530368
23-2093,"Title examiners, abstractors, and searchers",53700,2004,16.77,0.419114166
23-2093,"Title examiners, abstractors, and searchers",63410,2006,17.32,0.478392228
23-2093,"Title examiners, abstractors, and searchers",64580,2005,16.88,0.495829367
23-2093,"Title Examiners, Abstractors, and Searchers",53040,2017,22.53,0.372082321
23-2093,"Title examiners, abstractors, and searchers",62200,2007,17.88,0.462955141
23-2093,"Title Examiners, Abstractors, and Searchers",40000,2000,14.4,0.330519101
23-2093,"Title Examiners, Abstractors, and Searchers",54620,2015,21.33,0.396093626
23-2093,"Title Examiners, Abstractors, and Searchers",49760,2011,19.6,0.387905245
23-2093,"Title examiners, abstractors, and searchers",47840,2003,16.39,0.398030117
23-2093,"Title Examiners, Abstractors, and Searchers",52960,2014,20.71,0.391924288
23-2093,"Title Examiners, Abstractors, and Searchers",52890,2019,23.17,0.365436013
23-2099,"Legal Support Workers, All Other",42160,2010,24.91,0.331714729
23-2099,"Legal Support Workers, All Other",45700,2013,25.27,0.344674403
23-2099,"Legal support workers, all other",39590,2009,25.03,0.303028772
23-2099,"Legal support workers, all other",69590,2004,20.26,0.543131374
23-2099,"Legal Support Workers, All Other",45120,2014,25.84,0.333905284
23-2099,"Legal support workers, all other",39310,2008,24.16,0.290785839
23-2099,"Legal Support Workers, All Other",47000,2012,25.32,0.360739894
23-2099,"Legal Support Workers, All Other",43150,2018,28.33,0.298138854
23-2099,"Legal Support Workers, All Other",44960,2016,26.27,0.320228034
23-2099,"Legal support workers, all other",38910,2006,21.7,0.293553723
23-2099,"Legal Support Workers, All Other",44440,2017,26.98,0.311752231
23-2099,"Legal Support Workers, All Other",44720,2011,25.19,0.348615807
23-2099,"Legal support workers, all other",71060,2005,21.06,0.545581214
23-2099,"Legal support workers, all other",39670,2007,23.3,0.295264155
23-2099,"Legal Support Workers, All Other",45570,2015,25.92,0.330464785
23-2099,"Legal Support Workers, All Other",45080,2019,28.08,0.311473917
25-0000,"Education, Training, and Library Occupations",7772470,2002,17.76,64.97654273
25-0000,"Education, Training, and Library Occupations",8457870,2010,21.97,66.54649089
25-0000,"Education, training, and library occupations",8488740,2009,21.74,64.97429805
25-0000,"Education, Training, and Library Occupations",8374910,2012,22.13,64.28008828
25-0000,"Education, training, and library occupations",8316360,2007,20.47,61.8987398
25-0000,"Education, Training, and Library Occupations",8542670,2015,22.7,61.94978284
25-0000,"Education, training, and library occupations",7831630,2003,18,65.1593772
25-0000,"Education, Training, and Library Occupations",7658480,2001,17.41,63.84596563
25-0000,"Education, Training, and Library Occupations",8400640,2013,22.19,63.35854661
25-0000,"Education, training, and library occupations",7891810,2004,18.57,61.5934705
25-0000,"Education, training, and library occupations",8451250,2008,21.26,62.51599655
25-0000,"Education, Training, and Library Occupations",8435780,2014,22.43,62.42800352
25-0000,"Education, Training, and Library Occupations",8779780,2018,23.89,60.66265454
25-0000,"Education, training, and library occupations",8206440,2006,19.76,61.91290198
25-0000,"Education, training, and library occupations",8078500,2005,19.04,62.02473742
25-0000,"Education, Training, and Library Occupations",8636430,2016,23.08,61.51305609
25-0000,"Education, Training, and Library Occupations",8727710,2017,23.43,61.22599161
25-0000,"Education, Training, and Library Occupations",8409060,2011,22.14,65.55302418
25-0000,"Education, Training, and Library Occupations",7450860,2000,16.78,61.5662887
25-0000,Educational Instruction and Library Occupations,8886600,2019,24.42,61.4007123
25-1011,"Business Teachers, Postsecondary",66520,2002,,0.556096019
25-1011,"Business teachers, postsecondary",73790,2009,,0.564801543
25-1011,"Business Teachers, Postsecondary",84890,2015,,0.615605784
25-1011,"Business teachers, postsecondary",68340,2004,,0.533375458
25-1011,"Business Teachers, Postsecondary",82090,2011,,0.639934518
25-1011,"Business Teachers, Postsecondary",61860,2000,0,0.51114779
25-1011,"Business Teachers, Postsecondary",79070,2010,,0.622122477
25-1011,"Business Teachers, Postsecondary",82460,2012,,0.632906632
25-1011,"Business teachers, postsecondary",67700,2007,,0.503891689
25-1011,"Business teachers, postsecondary",68260,2003,,0.567925079
25-1011,"Business Teachers, Postsecondary",85220,2013,,0.64273857
25-1011,"Business Teachers, Postsecondary",65050,2001,,0.542298219
25-1011,"Business teachers, postsecondary",69690,2008,,0.515514249
25-1011,"Business Teachers, Postsecondary",84230,2018,,0.581975333
25-1011,"Business Teachers, Postsecondary",84340,2017,,0.591655787
25-1011,"Business Teachers, Postsecondary",85030,2014,,0.629254573
25-1011,"Business teachers, postsecondary",67390,2006,,0.508419054
25-1011,"Business Teachers, Postsecondary",83030,2016,,0.591381977
25-1011,"Business teachers, postsecondary",67420,2005,0,0.517634189
25-1011,"Business Teachers, Postsecondary",83920,2019,,0.579833432
25-1021,"Computer Science Teachers, Postsecondary",32990,2002,,0.275790855
25-1021,"Computer Science Teachers, Postsecondary",33760,2015,,0.24482096
25-1021,"Computer Science Teachers, Postsecondary",27770,2000,0,0.229462886
25-1021,"Computer science teachers, postsecondary",34470,2003,,0.286791349
25-1021,"Computer Science Teachers, Postsecondary",32540,2016,,0.231766464
25-1021,"Computer science teachers, postsecondary",38520,2005,0,0.295747092
25-1021,"Computer science teachers, postsecondary",32240,2009,,0.246770589
25-1021,"Computer science teachers, postsecondary",37260,2004,,0.290804354
25-1021,"Computer Science Teachers, Postsecondary",33510,2011,,0.26122799
25-1021,"Computer Science Teachers, Postsecondary",33080,2010,,0.260273322
25-1021,"Computer science teachers, postsecondary",33840,2007,,0.251871414
25-1021,"Computer Science Teachers, Postsecondary",34350,2012,,0.263647136
25-1021,"Computer Science Teachers, Postsecondary",35770,2013,,0.269781256
25-1021,"Computer science teachers, postsecondary",32520,2008,,0.240558522
25-1021,"Computer science teachers, postsecondary",36630,2006,,0.276352426
25-1021,"Computer Science Teachers, Postsecondary",29690,2001,,0.247514744
25-1021,"Computer Science Teachers, Postsecondary",32430,2018,,0.224070522
25-1021,"Computer Science Teachers, Postsecondary",35410,2014,,0.262047565
25-1021,"Computer Science Teachers, Postsecondary",32230,2017,,0.226097534
25-1021,"Computer Science Teachers, Postsecondary",31800,2019,,0.219717626
25-1022,"Mathematical Science Teachers, Postsecondary",41140,2002,,0.343923485
25-1022,"Mathematical Science Teachers, Postsecondary",37660,2000,0,0.311183734
25-1022,"Mathematical science teachers, postsecondary",44660,2005,0,0.342888503
25-1022,"Mathematical Science Teachers, Postsecondary",51980,2010,,0.408978454
25-1022,"Mathematical Science Teachers, Postsecondary",54010,2014,,0.39969469
25-1022,"Mathematical Science Teachers, Postsecondary",50870,2017,,0.356859496
25-1022,"Mathematical Science Teachers, Postsecondary",53850,2015,,0.390509736
25-1022,"Mathematical science teachers, postsecondary",41880,2003,,0.348442753
25-1022,"Mathematical Science Teachers, Postsecondary",52020,2016,,0.370512952
25-1022,"Mathematical science teachers, postsecondary",48100,2009,,0.368165798
25-1022,"Mathematical Science Teachers, Postsecondary",53650,2011,,0.418229832
25-1022,"Mathematical science teachers, postsecondary",43760,2004,,0.341535119
25-1022,"Mathematical science teachers, postsecondary",44560,2007,,0.331660468
25-1022,"Mathematical Science Teachers, Postsecondary",53970,2013,,0.407047649
25-1022,"Mathematical Science Teachers, Postsecondary",51250,2018,,0.354104664
25-1022,"Mathematical Science Teachers, Postsecondary",53530,2012,,0.410859714
25-1022,"Mathematical science teachers, postsecondary",45710,2008,,0.33812823
25-1022,"Mathematical Science Teachers, Postsecondary",38480,2001,,0.320793781
25-1022,"Mathematical science teachers, postsecondary",44570,2006,,0.33625519
25-1022,"Mathematical Science Teachers, Postsecondary",51150,2019,,0.353413728
25-1031,"Architecture Teachers, Postsecondary",5290,2002,,0.044223511
25-1031,"Architecture teachers, postsecondary",6110,2005,0,0.046911078
25-1031,"Architecture Teachers, Postsecondary",7280,2017,,0.051070123
25-1031,"Architecture teachers, postsecondary",7090,2009,,0.054268098
25-1031,"Architecture Teachers, Postsecondary",4960,2001,,0.041349718
25-1031,"Architecture teachers, postsecondary",5820,2006,,0.043908575
25-1031,"Architecture Teachers, Postsecondary",4620,2000,0,0.038174956
25-1031,"Architecture Teachers, Postsecondary",7620,2010,,0.059954133
25-1031,"Architecture Teachers, Postsecondary",7190,2014,,0.053208754
25-1031,"Architecture Teachers, Postsecondary",7340,2015,,0.053228254
25-1031,"Architecture Teachers, Postsecondary",7370,2016,,0.052492896
25-1031,"Architecture teachers, postsecondary",5270,2003,,0.043846545
25-1031,"Architecture Teachers, Postsecondary",7060,2011,,0.055036395
25-1031,"Architecture teachers, postsecondary",6070,2007,,0.045179063
25-1031,"Architecture teachers, postsecondary",6430,2008,,0.047564308
25-1031,"Architecture teachers, postsecondary",5700,2004,,0.044486979
25-1031,"Architecture Teachers, Postsecondary",7340,2013,,0.055359084
25-1031,"Architecture Teachers, Postsecondary",7290,2012,,0.05595306
25-1031,"Architecture Teachers, Postsecondary",6880,2018,,0.047536392
25-1031,"Architecture Teachers, Postsecondary",6780,2019,,0.046845456
25-1032,"Engineering Teachers, Postsecondary",29310,2002,,0.245026673
