OCC_CODE,OCC_TITLE,TOT_EMP,YEAR,WAGE,PER_1K
29-2053,Psychiatric technicians,62040,2005,12.87,0.476327871
29-2053,Psychiatric Technicians,59750,2001,12.17,0.498114044
29-2053,Psychiatric Technicians,66930,2017,15.23,0.469522431
29-2053,Psychiatric Technicians,71360,2018,15.8,0.493051879
29-2053,Psychiatric Technicians,58450,2015,14.97,0.423868042
29-2053,Psychiatric technicians,60690,2007,14.27,0.451716198
29-2053,Psychiatric Technicians,69840,2011,13.69,0.544439356
29-2053,Psychiatric technicians,59010,2004,12.28,0.460557299
29-2053,Psychiatric Technicians,58600,2002,12.36,0.48988615
29-2053,Psychiatric Technicians,66760,2013,14.37,0.503511229
29-2053,Psychiatric Technicians,67760,2012,14.45,0.520079473
29-2053,Psychiatric technicians,58940,2006,13.36,0.444668631
29-2053,Psychiatric Technicians,72650,2010,13.8,0.57160994
29-2053,Psychiatric technicians,56000,2003,12.39,0.465921542
29-2053,Psychiatric technicians,70730,2009,13.53,0.541379769
29-2053,Psychiatric Technicians,64540,2014,14.97,0.477620724
29-2053,Psychiatric Technicians,61720,2016,14.89,0.439601296
29-2053,Psychiatric technicians,54800,2008,14.06,0.405369219
29-2053,Psychiatric Technicians,53350,2000,11.74,0.440829851
29-2053,Psychiatric Technicians,78470,2019,16.24,0.542177424
29-2054,Respiratory therapy technicians,22060,2005,18.37,0.169371258
29-2054,Respiratory Therapy Technicians,9600,2017,24.21,0.067345216
29-2054,Respiratory therapy technicians,17610,2007,19.52,0.131071383
29-2054,Respiratory Therapy Technicians,12070,2013,22.61,0.091033261
29-2054,Respiratory therapy technicians,16210,2008,20.4,0.119909399
29-2054,Respiratory Therapy Technicians,28230,2000,15.8,0.233263855
29-2054,Respiratory Therapy Technicians,28700,2001,16.27,0.239261474
29-2054,Respiratory Therapy Technicians,9090,2018,24.62,0.062806076
29-2054,Respiratory Therapy Technicians,10000,2015,23.31,0.072518057
29-2054,Respiratory Therapy Technicians,13940,2011,22.28,0.108669596
29-2054,Respiratory Therapy Technicians,26220,2002,16.41,0.219194793
29-2054,Respiratory therapy technicians,24190,2004,17.67,0.188796493
29-2054,Respiratory Therapy Technicians,13460,2012,22.48,0.103309766
29-2054,Respiratory Therapy Technicians,13570,2010,21.74,0.106768711
29-2054,Respiratory Therapy Technicians,10600,2016,23.93,0.075498602
29-2054,Respiratory therapy technicians,18710,2006,18.81,0.141156262
29-2054,Respiratory therapy technicians,25470,2003,16.75,0.211911101
29-2054,Respiratory Therapy Technicians,10610,2014,22.98,0.078518064
29-2054,Respiratory therapy technicians,15100,2009,21.49,0.115578036
29-2055,Surgical technologists,83680,2005,16.75,0.642474473
29-2055,Surgical technologists,86000,2007,18.05,0.640098748
29-2055,Surgical Technologists,68590,2000,13.95,0.566757628
29-2055,Surgical Technologists,94490,2011,19.69,0.736599008
29-2055,Surgical Technologists,98450,2014,20.84,0.728567714
29-2055,Surgical technologists,91250,2009,18.94,0.698443432
29-2055,Surgical Technologists,106470,2017,22.26,0.746900542
29-2055,Surgical Technologists,97930,2013,20.54,0.738598782
29-2055,Surgical technologists,89600,2008,18.62,0.662793467
29-2055,Surgical Technologists,67460,2001,14.47,0.562389514
29-2055,Surgical Technologists,100270,2015,21.31,0.727138556
29-2055,Surgical Technologists,110160,2018,22.74,0.76113502
29-2055,Surgical Technologists,72040,2002,15,0.602242291
29-2055,Surgical Technologists,97150,2012,20.09,0.745657037
29-2055,Surgical technologists,73250,2003,15.45,0.609442017
29-2055,Surgical technologists,82280,2004,16.35,0.642173437
29-2055,Surgical Technologists,92260,2010,19.19,0.72590135
29-2055,Surgical technologists,84330,2006,17.35,0.636221678
29-2055,Surgical Technologists,105720,2016,21.71,0.752991721
29-2055,Surgical Technologists,109000,2019,23.22,0.753120163
29-2056,Veterinary technologists and technicians,63860,2005,12.34,0.490301384
29-2056,Veterinary Technologists and Technicians,50370,2000,10.41,0.416206178
29-2056,Veterinary technologists and technicians,79200,2009,14.08,0.606210628
29-2056,Veterinary Technologists and Technicians,51790,2001,10.78,0.431754416
29-2056,Veterinary technologists and technicians,69700,2006,12.88,0.525846685
29-2056,Veterinary Technologists and Technicians,99390,2016,15.62,0.707906235
29-2056,Veterinary technologists and technicians,73240,2007,13.45,0.545125957
29-2056,Veterinary Technologists and Technicians,78800,2011,14.49,0.614287246
29-2056,Veterinary Technologists and Technicians,93300,2014,14.94,0.690455741
29-2056,Veterinary Technologists and Technicians,103430,2017,16.06,0.725574556
29-2056,Veterinary technologists and technicians,78920,2008,13.89,0.583790853
29-2056,Veterinary Technologists and Technicians,87870,2013,14.66,0.66272516
29-2056,Veterinary Technologists and Technicians,95790,2015,15.29,0.694650466
29-2056,Veterinary Technologists and Technicians,54040,2002,11.03,0.451765316
29-2056,Veterinary Technologists and Technicians,79870,2010,14.28,0.628416874
29-2056,Veterinary Technologists and Technicians,106680,2018,16.55,0.737090449
29-2056,Veterinary Technologists and Technicians,83350,2012,14.56,0.639737664
29-2056,Veterinary technologists and technicians,58570,2004,11.99,0.457123216
29-2056,Veterinary technologists and technicians,53730,2003,11.22,0.447035079
29-2056,Veterinary Technologists and Technicians,110650,2019,16.98,0.764520606
29-2057,Ophthalmic Medical Technicians,43990,2016,17.08,0.3133192
29-2057,Ophthalmic Medical Technicians,36470,2014,16.94,0.269891971
29-2057,Ophthalmic Medical Technicians,48060,2017,17.27,0.33714699
29-2057,Ophthalmic Medical Technicians,33740,2013,16.8,0.254470774
29-2057,Ophthalmic Medical Technicians,39160,2015,16.99,0.28398071
29-2057,Ophthalmic Medical Technicians,29170,2012,16.46,0.223888994
29-2057,Ophthalmic Medical Technicians,52890,2018,17.56,0.365436013
29-2057,Ophthalmic Medical Technicians,58600,2019,17.76,0.404888455
29-2061,Licensed practical and licensed vocational nurses,710020,2005,16.94,5.451359047
29-2061,Licensed practical and licensed vocational nurses,728670,2009,19.14,5.577367402
29-2061,Licensed practical and licensed vocational nurses,682590,2003,15.57,5.679167591
29-2061,Licensed Practical and Licensed Vocational Nurses,702400,2016,21.2,5.002850784
29-2061,Licensed Practical and Licensed Vocational Nurses,718800,2012,19.97,5.517017789
29-2061,Licensed Practical and Licensed Vocational Nurses,701690,2018,22.23,4.848228323
29-2061,Licensed Practical and Licensed Vocational Nurses,679470,2000,14.15,5.614445337
29-2061,Licensed Practical and Licensed Vocational Nurses,683790,2001,14.75,5.700508827
29-2061,Licensed practical and licensed vocational nurses,702740,2004,16.33,5.484698118
29-2061,Licensed practical and licensed vocational nurses,719240,2007,18.24,5.353309575
29-2061,Licensed practical and licensed vocational nurses,720380,2006,17.57,5.434855593
29-2061,Licensed Practical and Licensed Vocational Nurses,729140,2011,19.79,5.684027947
29-2061,Licensed practical and licensed vocational nurses,730500,2008,18.77,5.403690043
29-2061,Licensed Practical and Licensed Vocational Nurses,702700,2017,21.65,4.929529545
29-2061,Licensed Practical and Licensed Vocational Nurses,697250,2015,20.76,5.056321511
29-2061,Licensed Practical and Licensed Vocational Nurses,695610,2014,20.43,5.14778047
29-2061,Licensed Practical and Licensed Vocational Nurses,692290,2002,15.12,5.787428033
29-2061,Licensed Practical and Licensed Vocational Nurses,705200,2013,20.15,5.318695607
29-2061,Licensed Practical and Licensed Vocational Nurses,730290,2010,19.42,5.745919106
29-2061,Licensed Practical and Licensed Vocational Nurses,697510,2019,22.83,4.819347201
29-2071,Medical records and health information technicians,160450,2005,12.83,1.231895664
29-2071,Medical records and health information technicians,148380,2003,11.79,1.234525685
29-2071,Medical Records and Health Information Technicians,208650,2018,19.4,1.441637817
29-2071,Medical records and health information technicians,165590,2007,14.08,1.23248781
29-2071,Medical Records and Health Information Technicians,180760,2013,16.81,1.36331171
29-2071,Medical Records and Health Information Technicians,176090,2010,15.55,1.38547549
29-2071,Medical records and health information technicians,170580,2009,15.04,1.305649102
29-2071,Medical Records and Health Information Technicians,200140,2016,18.29,1.425499083
29-2071,Medical Records and Health Information Technicians,182370,2012,16.42,1.399747543
29-2071,Medical Records and Health Information Technicians,143870,2000,10.94,1.188794576
29-2071,Medical records and health information technicians,155030,2004,12.3,1.209967768
29-2071,Medical Records and Health Information Technicians,142170,2001,11.31,1.185219643
29-2071,Medical records and health information technicians,164700,2006,13.48,1.242567417
29-2071,Medical records and health information technicians,168650,2008,14.71,1.247545963
29-2071,Medical Records and Health Information Technicians,145270,2002,11.49,1.214432782
29-2071,Medical Records and Health Information Technicians,180280,2011,16.01,1.405376962
29-2071,Medical Records and Health Information Technicians,204220,2017,18.83,1.432629178
29-2071,Medical Records and Health Information Technicians,184740,2014,17.26,1.367146769
29-2071,Medical Records and Health Information Technicians,189930,2015,17.84,1.377335453
29-2081,"Opticians, dispensing",70090,2005,13.94,0.538133793
29-2081,"Opticians, Dispensing",72250,2018,17.8,0.499201209
29-2081,"Opticians, Dispensing",62200,2010,15.84,0.489389377
29-2081,"Opticians, Dispensing",66580,2000,11.75,0.550149043
29-2081,"Opticians, Dispensing",73110,2014,16.48,0.541042006
29-2081,"Opticians, Dispensing",73520,2015,16.75,0.533152754
29-2081,"Opticians, dispensing",63780,2003,12.67,0.530651356
29-2081,"Opticians, dispensing",62420,2007,15.11,0.464592603
29-2081,"Opticians, Dispensing",68390,2013,16.24,0.515804868
29-2081,"Opticians, dispensing",60840,2009,15.74,0.465679982
29-2081,"Opticians, Dispensing",64930,2012,16.03,0.498358326
29-2081,"Opticians, Dispensing",75270,2016,17.08,0.536111302
29-2081,"Opticians, dispensing",62350,2004,13.44,0.486625107
29-2081,"Opticians, dispensing",65190,2006,14.57,0.491821311
29-2081,"Opticians, Dispensing",75450,2017,17.43,0.529291311
29-2081,"Opticians, Dispensing",63120,2001,12.55,0.52620851
29-2081,"Opticians, dispensing",59470,2008,15.77,0.439914369
29-2081,"Opticians, Dispensing",60680,2011,15.91,0.473032361
29-2081,"Opticians, Dispensing",61790,2002,12.31,0.516554014
29-2081,"Opticians, Dispensing",72330,2019,18.19,0.499753958
29-2091,Orthotists and prosthetists,5190,2005,25.85,0.039847544
29-2091,Orthotists and Prosthetists,5940,2010,31.28,0.046735899
29-2091,Orthotists and Prosthetists,7100,2015,30.98,0.05148782
29-2091,Orthotists and prosthetists,5470,2009,29.84,0.041868335
29-2091,Orthotists and Prosthetists,6860,2011,31.37,0.053477291
29-2091,Orthotists and Prosthetists,4480,2002,22.24,0.037452047
29-2091,Orthotists and Prosthetists,8830,2018,33.23,0.061009643
29-2091,Orthotists and Prosthetists,4750,2000,21.99,0.039249143
29-2091,Orthotists and Prosthetists,7830,2014,30.79,0.057944999
29-2091,Orthotists and prosthetists,4880,2003,23.9,0.040601734
29-2091,Orthotists and Prosthetists,8330,2013,30.27,0.062825772
29-2091,Orthotists and prosthetists,5600,2007,29.1,0.041680849
29-2091,Orthotists and Prosthetists,7890,2012,30.13,0.06055825
29-2091,Orthotists and prosthetists,4930,2004,24.17,0.038477334
29-2091,Orthotists and prosthetists,5490,2008,30.09,0.040610894
29-2091,Orthotists and Prosthetists,7500,2016,31.55,0.053418822
29-2091,Orthotists and prosthetists,5290,2006,28.36,0.039910028
29-2091,Orthotists and Prosthetists,4480,2001,22.65,0.037348133
29-2091,Orthotists and Prosthetists,7840,2017,31.85,0.054998593
29-2091,Orthotists and Prosthetists,9830,2019,32.89,0.067919002
29-2092,Hearing Aid Specialists,5920,2015,23.85,0.04293069
29-2092,Hearing Aid Specialists,7680,2018,25.37,0.053063879
29-2092,Hearing Aid Specialists,5170,2013,20.86,0.038992706
29-2092,Hearing Aid Specialists,7380,2017,26.38,0.051771635
29-2092,Hearing Aid Specialists,5570,2014,20.68,0.041220134
29-2092,Hearing Aid Specialists,4980,2012,19.92,0.038223078
29-2092,Hearing Aid Specialists,6740,2016,24.16,0.048005715
29-2092,Hearing Aid Specialists,8210,2019,25.68,0.05672584
29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",331790,2019,20.5,2.29245632
29-2799,"Health technologists and technicians, all other",71140,2005,16.49,0.546195435
29-2799,"Health Technologists and Technicians, All Other",104020,2015,19.84,0.754332827
29-2799,"Health Technologists and Technicians, All Other",88990,2013,19.67,0.671172323
29-2799,"Health Technologists and Technicians, All Other",84510,2012,19.57,0.648641031
29-2799,"Health Technologists and Technicians, All Other",122170,2016,19.75,0.870157005
29-2799,"Health technologists and technicians, all other",78600,2009,18.51,0.601618123
29-2799,"Health Technologists and Technicians, All Other",125270,2018,20.63,0.865535439
29-2799,"Health technologists and technicians, all other",73730,2007,17.61,0.548773031
29-2799,"Health technologists and technicians, all other",72180,2006,16.89,0.544556868
29-2799,"Health Technologists and Technicians, All Other",96170,2014,19.91,0.71169484
29-2799,"Health technologists and technicians, all other",72390,2004,16.46,0.564984627
29-2799,"Health Technologists and Technicians, All Other",124390,2017,20.1,0.872611612
29-2799,"Health technologists and technicians, all other",74990,2008,18.25,0.554719666
29-2799,"Health Technologists and Technicians, All Other*",87900,2010,18.49,0.691596885
29-2799,"Health Technologists and Technicians, All Other*",103120,2011,18.31,0.803874375
29-9010,Occupational Health and Safety Specialists and Technicians,39060,2002,22.12,0.326535034
29-9010,Occupational Health and Safety Specialists and Technicians,38800,2001,21.56,0.323461505
29-9010,Occupational health and safety specialists and technicians,42580,2003,22.88,0.354266772
29-9010,Occupational Health and Safety Specialists and Technicians,32390,2000,20.55,0.267637842
29-9011,Occupational Health and Safety Specialists,70220,2015,33.75,0.509221795
29-9011,Occupational Health and Safety Specialists,81330,2017,34.51,0.570540256
29-9011,Occupational Health and Safety Specialists,57950,2011,31.86,0.451750582
29-9011,Occupational Health and Safety Specialists,76630,2016,34.09,0.545797915
29-9011,Occupational health and safety specialists,35460,2005,25.82,0.272253164
29-9011,Occupational Health and Safety Specialists,54680,2010,31.09,0.430222044
29-9011,Occupational Health and Safety Specialists,62830,2013,32.67,0.473870739
29-9011,Occupational Health and Safety Specialists,59610,2012,32.11,0.457525641
29-9011,Occupational Health and Safety Specialists,88390,2018,35.11,0.610718268
29-9011,Occupational health and safety specialists,36360,2004,24.79,0.283780094
29-9011,Occupational health and safety specialists,53250,2008,29.93,0.393903484
29-9011,Occupational health and safety specialists,51850,2009,30.4,0.396868953
29-9011,Occupational health and safety specialists,46460,2007,28.91,0.345802184
29-9011,Occupational Health and Safety Specialists,65130,2014,33.27,0.48198695
29-9011,Occupational health and safety specialists,42220,2006,27.9,0.318525782
29-9012,Occupational Health and Safety Technicians,16050,2015,23.11,0.116391481
29-9012,Occupational Health and Safety Technicians,17490,2017,24.02,0.122694566
29-9012,Occupational Health and Safety Technicians,11090,2011,22.13,0.086452355
29-9012,Occupational Health and Safety Technicians,10040,2010,21.79,0.078994684
29-9012,Occupational Health and Safety Technicians,13990,2014,23.14,0.103531359
29-9012,Occupational health and safety technicians,10020,2006,20.27,0.075595176
29-9012,Occupational Health and Safety Technicians,16560,2016,23.47,0.11794876
29-9012,Occupational health and safety technicians,9510,2005,20.75,0.073015443
29-9012,Occupational Health and Safety Technicians,13660,2013,22.78,0.103025216
29-9012,Occupational Health and Safety Technicians,18020,2018,24.41,0.124506654
29-9012,Occupational health and safety technicians,10260,2007,21.16,0.076365269
29-9012,Occupational Health and Safety Technicians,11890,2012,22.81,0.091259518
29-9012,Occupational health and safety technicians,11190,2004,20.25,0.087334963
29-9012,Occupational health and safety technicians,10070,2009,21.56,0.077077538
29-9012,Occupational health and safety technicians,10540,2008,21.81,0.077966999
29-9091,Athletic Trainers,12580,2001,,0.10487489
29-9091,Athletic Trainers,13820,2000,0,0.114194349
29-9091,Athletic Trainers,18240,2011,,0.142190347
29-9091,Athletic trainers,15440,2006,,0.11648598
29-9091,Athletic trainers,15260,2009,,0.116802704
29-9091,Athletic trainers,15070,2008,,0.111476535
29-9091,Athletic trainers,11750,2003,,0.097760323
29-9091,Athletic Trainers,23450,2015,,0.170054843
29-9091,Athletic Trainers,25010,2017,,0.175448319
29-9091,Athletic Trainers,13500,2002,,0.112857731
29-9091,Athletic Trainers,22400,2014,,0.165768581
29-9091,Athletic Trainers,16290,2010,,0.128169662
29-9091,Athletic Trainers,24130,2016,,0.171866158
29-9091,Athletic Trainers,22340,2013,,0.168490726
29-9091,Athletic trainers,13100,2004,,0.102242003
29-9091,Athletic trainers,15110,2005,0,0.116010866
29-9091,Athletic Trainers,26890,2018,,0.185792671
29-9091,Athletic Trainers,20780,2012,,0.159493085
29-9091,Athletic trainers,14970,2007,,0.11142184
29-9091,Athletic Trainers,28600,2019,,0.197607676
29-9092,Genetic Counselors,2520,2015,34.66,0.01827455
29-9092,Genetic Counselors,2660,2017,37.25,0.018660237
29-9092,Genetic Counselors,2180,2014,32.45,0.016132835
29-9092,Genetic Counselors,2000,2012,27.31,0.015350634
29-9092,Genetic Counselors,2720,2016,35.64,0.019373226
29-9092,Genetic Counselors,2640,2018,38.64,0.018240709
29-9092,Genetic Counselors,1980,2013,30.57,0.014933377
29-9092,Genetic Counselors,2390,2019,39.36,0.016513369
29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",54350,2019,23.97,0.375523678
29-9799,"Healthcare practitioners and technical workers, all other",53640,2007,19.49,0.399242986
29-9799,"Healthcare Practitioners and Technical Workers, All Other",39440,2015,23.21,0.286011216
29-9799,"Healthcare Practitioners and Technical Workers, All Other",34700,2017,24.77,0.243424897
29-9799,"Healthcare Practitioners and Technical Workers, All Other",32680,2018,26.26,0.225797862
29-9799,"Healthcare Practitioners and Technical Workers, All Other",44560,2013,23.37,0.336076399
29-9799,"Healthcare practitioners and technical workers, all other",56520,2009,21.47,0.432613948
29-9799,"Healthcare practitioners and technical workers, all other",50690,2006,17.89,0.382427094
29-9799,"Healthcare practitioners and technical workers, all other",55750,2008,20.98,0.412396605
29-9799,"Healthcare Practitioners and Technical Workers, All Other",40840,2014,23.76,0.302231645
29-9799,"Healthcare Practitioners and Technical Workers, All Other",36000,2016,23.47,0.256410348
29-9799,"Healthcare practitioners and technical workers, all other",50880,2005,16.12,0.390644134
29-9799,"Healthcare Practitioners and Technical Workers, All Other",48130,2012,22.2,0.369413003
29-9799,"Healthcare practitioners and technical workers, all other",52240,2004,16.04,0.407719256
29-9799,"Healthcare Practitioners and Technical Workers, All Other*",55450,2011,21.61,0.432261774
29-9799,"Healthcare Practitioners and Technical Workers, All Other*",55720,2010,21.14,0.438404761
31-0000,Healthcare Support Occupations,3122870,2001,9.85,26.03423273
31-0000,Healthcare Support Occupations,3989910,2015,13,28.93405201
31-0000,Healthcare Support Occupations,3924390,2013,12.54,29.59817903
31-0000,Healthcare Support Occupations,3915460,2012,12.28,30.05239632
31-0000,Healthcare Support Occupations,3954070,2011,12.08,30.82404529
31-0000,Healthcare Support Occupations,3962930,2010,11.9,31.18031906
31-0000,Healthcare Support Occupations,3039430,2000,9.5,25.11474177
31-0000,Healthcare Support Occupations,3173400,2002,10.11,26.52909058
31-0000,Healthcare support occupations,3625240,2007,11.45,26.98269285
31-0000,Healthcare support occupations,3208770,2003,10.27,26.69705474
31-0000,Healthcare Support Occupations,4117450,2018,14.3,28.44894142
31-0000,Healthcare Support Occupations,4113410,2017,13.8,28.85609239
31-0000,Healthcare support occupations,3886690,2009,11.89,29.74940385
31-0000,Healthcare support occupations,3363800,2005,10.64,25.82642962
31-0000,Healthcare support occupations,3271350,2004,10.45,25.53201353
31-0000,Healthcare support occupations,3483270,2006,11,26.27928238
31-0000,Healthcare support occupations,3779280,2008,11.8,27.95627338
31-0000,Healthcare Support Occupations,4043480,2016,13.42,28.79972536
31-0000,Healthcare Support Occupations,3940500,2014,12.71,29.1612095
31-0000,Healthcare Support Occupations,6521790,2019,13.69,45.06139035
31-1011,Home Health Aides,560190,2001,8.46,4.670100527
31-1011,Home Health Aides,806710,2013,10.1,6.084295141
31-1011,Home Health Aides,982840,2010,9.89,7.732981602
31-1011,Home health aides,583880,2003,8.77,4.857897674
31-1011,Home Health Aides,814300,2016,10.87,5.799859615
31-1011,Home Health Aides,799080,2014,10.28,5.913498106
31-1011,Home Health Aides,820630,2015,10.54,5.951049296
31-1011,Home Health Aides,839930,2012,10.01,6.446728926
31-1011,Home Health Aides,924650,2011,9.91,7.208130731
31-1011,Home Health Aides,561120,2000,8.23,4.636521948
31-1011,Home health aides,834580,2007,9.62,6.211786198
31-1011,Home Health Aides,569670,2002,8.7,4.762345444
31-1011,Home Health Aides,797670,2018,11.63,5.511388628
31-1011,Home health aides,955220,2009,9.85,7.311420656
31-1011,Home health aides,892410,2008,9.84,6.601378551
31-1011,Home Health Aides,820960,2017,11.16,5.75913843
31-1011,Home health aides,663280,2005,9.04,5.092500815
31-1011,Home health aides,751480,2006,9.34,5.669487327
31-1011,Home health aides,596330,2004,8.81,4.654196472
31-1012,"Nursing Aides, Orderlies, and Attendants",1307600,2001,9.27,10.90098618
31-1012,"Nursing Aides, Orderlies, and Attendants*",1451090,2010,11.54,11.41717093
31-1012,"Nursing Aides, Orderlies, and Attendants",1273460,2000,8.89,10.52257136
31-1012,"Nursing aides, orderlies, and attendants",1376660,2006,10.67,10.3861133
31-1012,"Nursing aides, orderlies, and attendants",1384120,2004,10.09,10.80268714
31-1012,"Nursing aides, orderlies, and attendants",1341650,2003,9.85,11.16256493
31-1012,"Nursing Aides, Orderlies, and Attendants*",1466700,2011,11.63,11.4336942
31-1012,"Nursing aides, orderlies, and attendants",1390260,2007,11.14,10.34771727
31-1012,"Nursing Aides, Orderlies, and Attendants",1329310,2002,9.59,11.11280816
31-1012,"Nursing aides, orderlies, and attendants",1391430,2005,10.31,10.68305755
31-1012,"Nursing aides, orderlies, and attendants",1438010,2009,11.56,11.00677961
31-1012,"Nursing aides, orderlies, and attendants",1422720,2008,11.46,10.52421341
31-1013,Psychiatric Aides,72860,2014,12.61,0.539191911
31-1013,Psychiatric Aides,59640,2001,11.08,0.497197014
31-1013,Psychiatric Aides,57680,2000,10.45,0.476608544
31-1013,Psychiatric aides,54520,2004,11.19,0.425514047
31-1013,Psychiatric aides,62610,2009,12.33,0.479227871
31-1013,Psychiatric aides,59050,2008,12.77,0.436807525
31-1013,Psychiatric Aides,75340,2013,12.08,0.568222528
31-1013,Psychiatric Aides,67410,2016,12.85,0.480128376
31-1013,Psychiatric Aides,64730,2010,12,0.509295408
31-1013,Psychiatric Aides,69550,2015,12.59,0.504363085
31-1013,Psychiatric aides,57000,2006,11.49,0.43003244
31-1013,Psychiatric Aides,77880,2012,11.82,0.59775368
31-1013,Psychiatric Aides,56910,2018,14.03,0.393211637
31-1013,Psychiatric Aides,71570,2011,12.1,0.557925611
31-1013,Psychiatric aides,56150,2005,11.02,0.431105899
31-1013,Psychiatric aides,57770,2003,11.01,0.48064799
31-1013,Psychiatric Aides,65770,2017,13.04,0.461384884
31-1013,Psychiatric Aides,56260,2002,11.04,0.470324143
31-1013,Psychiatric aides,58310,2007,12.25,0.434001837
31-1014,Nursing Assistants,1427740,2014,12.07,10.56582293
31-1014,Nursing Assistants,1427830,2013,11.97,10.76885018
31-1014,Nursing Assistants,1420570,2015,12.36,10.3016976
31-1014,Nursing Assistants,1443150,2016,12.78,10.27884981
31-1014,Nursing Assistants,1420020,2012,11.74,10.89910351
31-1014,Nursing Assistants,1450960,2018,13.72,10.02520396
31-1014,Nursing Assistants,1453670,2017,13.23,10.19767926
31-1132,Orderlies,52420,2014,11.85,0.387928081
31-1132,Orderlies,52030,2013,11.75,0.392415956
31-1132,Orderlies,52660,2015,12.3,0.381880087
31-1132,Orderlies,50100,2018,13.49,0.346158901
31-1132,Orderlies,52630,2017,13.07,0.369206119
31-1132,Orderlies,52940,2016,12.83,0.377065661
31-1132,Orderlies,53920,2012,11.53,0.413853087
31-1120,Home Health and Personal Care Aides,3161500,2019,12.15,21.84393941
31-1131,Nursing Assistants,1419920,2019,14.26,9.810737448
31-1132,Orderlies,46990,2019,13.93,0.324670793
31-1133,Psychiatric Aides,55020,2019,14.96,0.380152948
31-2011,Occupational therapist assistants,25610,2008,23.19,0.189443535
31-2011,Occupational therapist assistants,25130,2007,21.66,0.187042809
31-2011,Occupational Therapy Assistants,30450,2013,26.57,0.229657234
31-2011,Occupational Therapy Assistants,35460,2015,27.82,0.257149029
31-2011,Occupational Therapy Assistants,38170,2016,28.37,0.271866194
31-2011,Occupational Therapy Assistants,29500,2012,25.6,0.226421849
31-2011,Occupational Therapist Assistants,17520,2001,17.23,0.146057875
31-2011,Occupational Therapist Assistants,15910,2000,16.51,0.131463972
31-2011,Occupational Therapy Assistants,32230,2014,27.38,0.238514346
31-2011,Occupational therapist assistants,20880,2004,18.48,0.162962827
31-2011,Occupational therapist assistants,26680,2009,24.16,0.204213378
31-2011,Occupational Therapy Assistants,27720,2010,24.52,0.218100861
31-2011,Occupational therapist assistants,23700,2006,20.22,0.178802962
31-2011,Occupational Therapy Assistants,42660,2018,28.95,0.294753267
31-2011,Occupational Therapy Assistants,41650,2017,28.51,0.292180028
31-2011,Occupational Therapist Assistants,17970,2002,17.62,0.150226179
31-2011,Occupational Therapy Assistants,29130,2011,25.02,0.227083597
31-2011,Occupational therapist assistants,18940,2003,17.98,0.157581321
31-2011,Occupational therapist assistants,22160,2005,19.11,0.170139033
31-2011,Occupational Therapy Assistants,44990,2019,29.57,0.310852075
31-2012,Occupational therapist aides,7410,2008,12.96,0.054813612
31-2012,Occupational Therapy Aides,8710,2013,12.67,0.065691774
31-2012,Occupational Therapy Aides,7950,2012,12.91,0.061018769
31-2012,Occupational therapist aides,5240,2004,11.13,0.040896801
31-2012,Occupational therapist aides,6060,2003,10.95,0.050419367
31-2012,Occupational therapist aides,6220,2005,11.69,0.047755631
31-2012,Occupational therapist aides,7640,2007,12.54,0.056864586
31-2012,Occupational Therapy Aides,7570,2015,13.37,0.054896169
31-2012,Occupational Therapy Aides,7210,2016,13.62,0.051353295
31-2012,Occupational Therapist Aides,7560,2001,10.37,0.063024974
31-2012,Occupational Therapy Aides,8570,2014,12.76,0.063421283
31-2012,Occupational Therapist Aides,8890,2000,9.96,0.07345787
31-2012,Occupational therapist aides,8040,2009,12.37,0.061539564
31-2012,Occupational therapist aides,7780,2006,12.03,0.058695656
31-2012,Occupational Therapy Aides,7090,2011,13.56,0.055270261
31-2012,Occupational Therapy Aides,7180,2010,13.19,0.056492214
31-2012,Occupational Therapy Aides,7700,2018,13.54,0.053202067
31-2012,Occupational Therapist Aides,8040,2002,10.6,0.067213049
31-2012,Occupational Therapy Aides,7740,2017,14.04,0.054297081
31-2012,Occupational Therapy Aides,7560,2019,14.05,0.052234756
31-2021,Physical therapist assistants,61820,2008,22.18,0.457297903
31-2021,Physical Therapist Assistants,69810,2012,25.08,0.535813873
31-2021,Physical therapist assistants,58670,2005,18.98,0.45045384
31-2021,Physical Therapist Assistants,47810,2001,16.96,0.398574602
31-2021,Physical Therapist Assistants,50430,2002,17.34,0.421586323
31-2021,Physical Therapist Assistants,90170,2017,27.61,0.632553976
31-2021,Physical Therapist Assistants,72640,2013,25.65,0.547858833
31-2021,Physical therapist assistants,57420,2004,18.22,0.448147773
31-2021,Physical therapist assistants,52440,2003,17.6,0.436302244
31-2021,Physical therapist assistants,59120,2007,21.22,0.440030674
31-2021,Physical Therapist Assistants,85580,2016,27.21,0.609544377
31-2021,Physical Therapist Assistants,81230,2015,26.52,0.589064176
31-2021,Physical Therapist Assistants,76910,2014,26.16,0.569163462
31-2021,Physical therapist assistants,63750,2009,23.22,0.48795363
31-2021,Physical Therapist Assistants,94250,2018,27.91,0.651207113
31-2021,Physical Therapist Assistants,44120,2000,16.29,0.364562568
31-2021,Physical therapist assistants,59350,2006,19.88,0.447761847
31-2021,Physical Therapist Assistants,65960,2010,23.89,0.518973044
